h3_index,lat,lon,CSV_ADMI_CD,ADM_NM,GU_NM,Ds_v3,Hr,Fp,Cc,Ec,Od_v2,score_airspace,score_obstacle,score_noise,score_terrain,score_weather,score_construction,score_protected,Ra,composite_v3,zone,demand_grade,is_hub_v3,hub_rank_v3,is_hub_v2
8930e152023ffff,37.4281,127.1588,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,1.0,0.9966,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e152c63ffff,37.4366,127.1936,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.5483,0.0823,일반,A-최우선,0,0.0,0
8930e153147ffff,37.3825,127.147,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9897,1.0,0.8,1.0,0.6,0.6592,0.0989,로봇전용,A-최우선,0,0.0,0
8930e15362bffff,37.3706,127.1172,41135560,정자2동,분당구,0.1058,0.3037,0.1073,0.0135,0.0158,0.0171,0.0,0.5625,0.8132,1.0,0.8,1.0,0.6,0.6693,0.1004,일반,D-낮음,0,0.0,0
8930e026173ffff,37.3777,127.0393,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.408,드론전용,C-보통,0,0.0,0
8930e026b3bffff,37.3648,127.0958,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,0.9125,0.8646,1.0,0.8,0.65,0.6,0.4777,0.0717,일반,C-보통,0,0.0,0
8930e1c9263ffff,37.3957,127.0434,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9949,1.0,0.8,1.0,0.6,0.3173,0.0476,일반,C-보통,0,0.0,0
8930e1c9c2bffff,37.4345,127.0859,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.8886,1.0,0.8,1.0,0.6,0.4985,0.0748,일반,D-낮음,0,0.0,0
8930e1c9abbffff,37.4106,127.0944,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,0.3,0.9451,1.0,0.8,0.4,0.6,0.4302,0.0645,일반,D-낮음,0,0.0,0
8930e152193ffff,37.4434,127.1627,41133530,금광1동,중원구,0.1143,0.1917,0.1348,0.0933,0.0176,0.1151,0.0,0.7375,0.7189,1.0,0.8,1.0,0.6,0.4868,0.073,일반,D-낮음,0,0.0,0
8930e026eafffff,37.375,127.06,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9794,1.0,0.8,1.0,0.6,0.576,0.0864,로봇전용,C-보통,0,0.0,0
8930e152677ffff,37.4167,127.1368,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.82,1.0,0.8,1.0,0.6,0.483,0.0725,일반,C-보통,0,0.0,0
8930e0269cbffff,37.382,127.0841,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,0.9125,0.9829,1.0,0.8,1.0,0.6,0.3946,0.0592,일반,D-낮음,0,0.0,0
8930e153523ffff,37.4008,127.1381,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,1.0,0.9863,1.0,0.8,1.0,0.6,0.3653,0.0548,일반,D-낮음,0,0.0,0
8930e1cd673ffff,37.4627,127.1565,41131590,단대동,수정구,0.0914,0.204,0.0764,0.0417,0.0164,0.09,0.0,0.9125,0.88,1.0,0.8,1.0,0.6,0.5642,0.0846,일반,E-부적합,0,0.0,0
8930e1cd6dbffff,37.4658,127.1436,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,0.65,0.8612,1.0,0.8,1.0,0.6,0.648,0.0972,로봇전용,B-높음,0,0.0,0
8930e1c915bffff,37.4215,127.0534,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5437,0.0816,일반,D-낮음,0,0.0,0
8930e026a33ffff,37.36,127.077,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.0,0.4073,드론전용,C-보통,0,0.0,0
8930e1c9b23ffff,37.413,127.1208,41135620,야탑1동,분당구,0.4302,0.2596,0.3922,0.554,0.4649,0.5538,0.0,0.825,0.9177,1.0,0.8,1.0,0.6,0.729,0.1094,로봇전용,B-높음,0,0.0,0
8930e15208bffff,37.4312,127.1459,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,0.7375,0.8732,1.0,0.8,1.0,0.6,0.4345,0.0652,일반,D-낮음,0,0.0,0
8930e15256fffff,37.4395,127.1597,41133580,상대원2동,중원구,0.0667,0.0521,0.0607,0.0128,0.1067,0.1177,0.0,0.9125,0.5009,1.0,0.8,0.4,0.6,0.5133,0.077,일반,E-부적합,0,0.0,0
8930e15341bffff,37.3917,127.1085,41135657,백현동,분당구,0.2946,0.2384,0.3398,0.2797,0.1988,0.4757,0.0,0.3875,0.9503,1.0,0.8,1.0,0.6,0.5919,0.0888,로봇전용,C-보통,0,0.0,0
8930e1534bbffff,37.3984,127.1117,41135655,삼평동,분당구,0.6423,0.1843,1.0,0.4466,1.0,0.7125,0.0,0.3,0.9297,1.0,0.8,0.34,0.6,0.5667,0.085,로봇전용,A-최우선,0,0.0,0
8930e1c8b6fffff,37.4516,127.1424,41131520,신흥2동,수정구,0.1425,0.2116,0.2118,0.074,0.0703,0.1228,0.0,0.7375,0.7686,1.0,0.8,1.0,0.6,0.4123,0.0619,일반,D-낮음,0,0.0,0
8930e02692bffff,37.3828,127.0999,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,0.825,0.9589,1.0,0.8,1.0,0.6,0.4396,0.0659,일반,D-낮음,0,0.0,0
8930e026e0fffff,37.3683,127.0568,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,0.9914,1.0,0.8,1.0,0.6,0.0,0.4045,드론전용,C-보통,0,0.0,0
8930e1c9a1bffff,37.4039,127.0912,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,1.0,0.8852,1.0,0.8,1.0,0.6,0.494,0.0741,일반,D-낮음,0,0.0,0
8930e152467ffff,37.4347,127.141,41133510,성남동,중원구,0.6301,1.0,0.3908,0.4586,0.3014,1.0,0.0,0.475,0.5065,1.0,0.8,0.34,0.6,0.4828,0.0724,일반,A-최우선,0,0.0,0
8930e15260fffff,37.4184,127.1343,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,0.9125,0.7669,1.0,0.8,1.0,0.6,0.4347,0.0652,일반,C-보통,0,0.0,0
8930e153313ffff,37.3701,127.1434,41135510,분당동,분당구,0.1296,0.2834,0.1398,0.0352,0.0552,0.0845,0.0,0.65,0.8183,1.0,0.8,1.0,0.6,0.5036,0.0755,일반,D-낮음,0,0.0,0
8930e15212bffff,37.4329,127.1776,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.3,0.8149,1.0,0.8,0.4,0.6,0.4135,0.062,일반,A-최우선,0,0.0,0
8930e1c8a67ffff,37.4469,127.1236,41131540,태평1동,수정구,0.1997,0.4513,0.151,0.0916,0.0521,0.1865,0.0,1.0,0.9554,1.0,0.8,1.0,0.6,0.4491,0.0674,일반,D-낮음,0,0.0,0
8930e026823ffff,37.3781,127.0812,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.4623,0.0693,일반,D-낮음,0,0.0,0
8930e026d07ffff,37.3985,127.0776,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9931,1.0,0.8,1.0,0.6,0.5442,0.0816,일반,C-보통,0,0.0,0
8930e1c9913ffff,37.4341,127.1121,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e0249c3ffff,37.3406,127.1173,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.9125,0.9006,1.0,0.8,0.34,0.6,0.6594,0.2129,Hybrid,B-높음,0,0.0,0
8930e15320bffff,37.358,127.1266,41135570,정자3동,분당구,0.1556,0.155,0.1864,0.2975,0.0387,0.0824,1.0,1.0,0.7515,1.0,0.8,1.0,0.6,0.5019,0.3819,Hybrid,D-낮음,0,0.0,0
8930e1cd3c3ffff,37.4623,127.1827,41133560,은행2동,중원구,0.1931,0.436,0.122,0.1345,0.032,0.1761,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5836,0.0875,일반,D-낮음,0,0.0,0
8930e1c9bc3ffff,37.4121,127.105,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9966,1.0,0.8,0.4,0.6,0.3775,0.0566,일반,D-낮음,0,0.0,0
8930e1c9327ffff,37.4111,127.0682,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9931,1.0,0.8,0.4,0.6,0.548,0.0822,일반,D-낮음,0,0.0,0
8930e1c980bffff,37.4219,127.0953,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e152257ffff,37.404,127.1462,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,0.9674,1.0,0.8,1.0,0.6,0.4596,0.0689,일반,C-보통,0,0.0,0
8930e0248bbffff,37.3391,127.1067,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,0.3875,0.9297,1.0,0.8,0.34,0.6,0.4997,0.1249,일반,B-높음,0,0.0,0
8930e153103ffff,37.3882,127.1475,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.4389,0.0658,일반,A-최우선,0,0.0,0
8930e02612fffff,37.3809,127.0474,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.8817,1.0,0.8,1.0,0.6,0.4186,0.0628,일반,C-보통,0,0.0,0
8930e1cd2bbffff,37.4607,127.1721,41133560,은행2동,중원구,0.1931,0.436,0.122,0.1345,0.032,0.1761,0.0,0.9125,0.8629,1.0,0.8,1.0,0.6,0.5047,0.0757,일반,D-낮음,0,0.0,0
8930e02610bffff,37.3794,127.0368,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.408,드론전용,C-보통,0,0.0,0
8930e1cd297ffff,37.4642,127.1671,41131610,양지동,수정구,0.0625,0.1412,0.0467,0.0414,0.0028,0.0603,0.0,1.0,0.8115,1.0,0.8,1.0,0.6,0.4381,0.0657,일반,E-부적합,0,0.0,0
8930e15214fffff,37.4268,127.1692,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.3741,0.0561,일반,A-최우선,0,0.0,0
8930e152633ffff,37.4223,127.1373,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9691,1.0,0.8,1.0,0.6,0.3138,0.0471,일반,C-보통,0,0.0,0
8930e024c97ffff,37.3548,127.0845,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,0.9212,1.0,0.8,1.0,0.6,0.4258,0.4397,Hybrid,C-보통,0,0.0,0
8930e026027ffff,37.3762,127.0287,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5409,0.4891,Hybrid,C-보통,0,0.0,0
8930e1535c3ffff,37.3999,127.1223,41135610,이매2동,분당구,0.0422,0.0347,0.0328,0.045,0.0482,0.0551,0.0,0.9125,0.8869,1.0,0.8,1.0,0.6,0.6425,0.0964,일반,E-부적합,0,0.0,0
8930e026ed3ffff,37.3714,127.044,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5709,0.4936,Hybrid,C-보통,0,0.0,0
8930e024d7bffff,37.3459,127.1099,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,0.9125,0.6178,1.0,0.8,1.0,0.6,0.6563,0.3284,Hybrid,C-보통,0,0.0,0
8930e152047ffff,37.4221,127.1504,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.9691,1.0,0.8,1.0,0.6,0.3815,0.0572,일반,C-보통,0,0.0,0
8930e15252bffff,37.4451,127.1602,41133540,금광2동,중원구,0.2496,0.5099,0.1945,0.1227,0.0488,0.3262,0.0,0.9125,0.5012,1.0,0.8,1.0,0.6,0.5158,0.0774,일반,C-보통,0,0.0,0
8930e1533d7ffff,37.3708,127.1382,41135590,서현2동,분당구,0.1274,0.1269,0.1402,0.1369,0.0599,0.1884,0.0,0.475,0.8337,1.0,0.8,1.0,0.6,0.52,0.078,일반,D-낮음,0,0.0,0
8930e1c8b2bffff,37.4573,127.1429,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,1.0,0.9949,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e1c900fffff,37.42,127.0428,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.3751,0.0563,일반,D-낮음,0,0.0,0
8930e152233ffff,37.4101,127.1546,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.9125,0.9691,1.0,0.8,1.0,0.6,0.5225,0.0784,일반,C-보통,0,0.0,0
8930e026dcbffff,37.3941,127.0668,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.9125,0.7943,1.0,0.8,1.0,0.6,0.4504,0.0676,일반,C-보통,0,0.0,0
8930e1506cbffff,37.3727,127.1567,41135510,분당동,분당구,0.1296,0.2834,0.1398,0.0352,0.0552,0.0845,0.0,1.0,0.9606,1.0,0.8,1.0,0.6,0.5407,0.0811,일반,D-낮음,0,0.0,0
8930e1c99d7ffff,37.4347,127.1069,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e1c9ebbffff,37.4228,127.0771,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.988,1.0,0.8,0.4,0.6,0.3101,0.0465,일반,D-낮음,0,0.0,0
8930e152423ffff,37.4403,127.1415,41131510,신흥1동,수정구,0.1696,0.4195,0.0429,0.0745,0.0217,0.2461,0.0,0.9125,0.5004,1.0,0.8,1.0,0.6,0.6074,0.0911,일반,D-낮음,0,0.0,0
8930e1532cfffff,37.3587,127.1214,41135570,정자3동,분당구,0.1556,0.155,0.1864,0.2975,0.0387,0.0824,1.0,0.9125,0.8389,1.0,0.8,1.0,0.6,0.6014,0.4025,Hybrid,D-낮음,0,0.0,0
8930e1c8a23ffff,37.4525,127.1241,41131620,복정동,수정구,0.229,0.3984,0.1664,0.117,0.2038,0.2129,0.0,1.0,0.8714,1.0,0.8,1.0,0.6,0.5192,0.0779,일반,C-보통,0,0.0,0
8930e026cc3ffff,37.3894,127.0481,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.0,0.0,부적합,C-보통,0,0.0,0
8930e1c98cfffff,37.4226,127.0901,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9794,1.0,0.8,1.0,0.6,0.3615,0.0542,일반,D-낮음,0,0.0,0
8930e1c9db3ffff,37.453,127.0979,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,0.9691,1.0,0.8,1.0,0.6,0.5254,0.0788,일반,E-부적합,0,0.0,0
8930e15231bffff,37.4144,127.1655,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,0.988,1.0,0.8,1.0,0.6,0.5076,0.0761,일반,C-보통,0,0.0,0
8930e026bdbffff,37.3639,127.08,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5542,0.4911,Hybrid,C-보통,0,0.0,0
8930e1c9303ffff,37.4096,127.0576,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,1.0,1.0,0.8,0.4,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e1504dbffff,37.3942,127.1559,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,0.9125,0.9794,1.0,0.8,1.0,0.6,0.4654,0.0698,일반,A-최우선,0,0.0,0
8930e1531c7ffff,37.3888,127.1423,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.4578,0.0687,일반,A-최우선,0,0.0,0
8930e1536abffff,37.3769,127.1125,41135520,수내1동,분당구,0.4597,0.2856,0.276,0.8209,0.4778,0.489,0.0,0.3,0.9332,1.0,0.8,1.0,0.6,0.7133,0.107,로봇전용,B-높음,0,0.0,0
8930e026bbbffff,37.3711,127.0911,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,0.825,0.9297,1.0,0.8,0.65,0.6,0.5438,0.0816,일반,C-보통,0,0.0,0
8930e1504bbffff,37.4014,127.167,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.3905,0.0586,일반,C-보통,0,0.0,0
8930e1c9cabffff,37.4408,127.0812,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5756,0.0863,일반,D-낮음,0,0.0,0
8930e152213ffff,37.4097,127.1467,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.9125,0.8903,1.0,0.8,1.0,0.6,0.5078,0.0762,일반,C-보통,0,0.0,0
8930e024d5bffff,37.3454,127.102,41135665,구미1동,분당구,0.2718,0.208,0.2213,0.3151,0.3578,0.2731,1.0,0.65,0.8097,1.0,0.8,1.0,0.6,0.4927,0.2887,Hybrid,C-보통,0,0.0,0
8930e1536cbffff,37.3698,127.1014,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,0.0,1.0,0.7103,1.0,0.8,0.65,0.6,0.4602,0.069,일반,C-보통,0,0.0,0
8930e1535a3ffff,37.4071,127.1334,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.9125,0.8612,1.0,0.8,1.0,0.6,0.55,0.0825,로봇전용,C-보통,0,0.0,0
8930e1cd277ffff,37.4516,127.1765,41133540,금광2동,중원구,0.2496,0.5099,0.1945,0.1227,0.0488,0.3262,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5008,0.0751,일반,C-보통,0,0.0,0
8930e026ab3ffff,37.3663,127.0723,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,0.9246,1.0,0.8,1.0,0.6,0.5219,0.4555,Hybrid,C-보통,0,0.0,0
8930e1c91dbffff,37.4278,127.0487,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.5427,0.0814,일반,D-낮음,0,0.0,0
8930e1c9ba3ffff,37.4193,127.1161,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.8303,1.0,0.8,0.4,0.6,0.6347,0.0952,일반,D-낮음,0,0.0,0
8930e15210bffff,37.4325,127.1696,41133570,상대원1동,중원구,0.5002,0.5088,0.291,0.1465,0.9372,0.6536,0.0,0.3,0.8697,1.0,0.8,0.4,0.6,0.4493,0.0674,일반,A-최우선,0,0.0,0
8930e15349bffff,37.398,127.1038,41135655,삼평동,분당구,0.6423,0.1843,1.0,0.4466,1.0,0.7125,0.0,0.65,0.9554,1.0,0.8,0.34,0.6,0.6411,0.0962,로봇전용,A-최우선,0,0.0,0
8930e15233bffff,37.4149,127.1734,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5475,0.0821,일반,C-보통,0,0.0,0
8930e1cd653ffff,37.4623,127.1486,41131625,위례동,수정구,0.4708,0.525,0.4066,0.443,0.359,0.6523,0.0,1.0,0.9469,1.0,0.8,1.0,0.6,0.6193,0.0929,로봇전용,B-높음,0,0.0,0
8930e0269abffff,37.3891,127.0952,41135650,판교동,분당구,0.1369,0.0968,0.1809,0.1276,0.1187,0.1817,0.0,1.0,0.7669,1.0,0.8,1.0,0.6,0.5636,0.0845,일반,D-낮음,0,0.0,0
8930e026e8fffff,37.3746,127.0521,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,1.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.408,드론전용,C-보통,0,0.0,0
8930e1c9a9bffff,37.4102,127.0865,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9829,1.0,0.8,0.4,0.6,0.3222,0.0483,일반,D-낮음,0,0.0,0
8930e152003ffff,37.4277,127.1509,41133660,하대원동,중원구,0.1504,0.2175,0.1098,0.0897,0.1161,0.2195,0.0,0.825,0.6778,1.0,0.8,1.0,0.6,0.4505,0.0676,일반,D-낮음,0,0.0,0
8930e152eafffff,37.4281,127.1929,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5423,0.0813,일반,C-보통,0,0.0,0
8930e153393ffff,37.3764,127.1387,41135590,서현2동,분당구,0.1274,0.1269,0.1402,0.1369,0.0599,0.1884,0.0,0.825,0.7275,1.0,0.8,1.0,0.6,0.4947,0.0742,일반,D-낮음,0,0.0,0
8930e1cd067ffff,37.4697,127.1807,41133560,은행2동,중원구,0.1931,0.436,0.122,0.1345,0.032,0.1761,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.5469,0.082,일반,D-낮음,0,0.0,0
8930e0268a3ffff,37.3844,127.0765,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,0.9125,0.9829,1.0,0.8,1.0,0.6,0.4,0.06,일반,C-보통,0,0.0,0
8930e026d87ffff,37.4048,127.0729,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9846,1.0,0.8,0.4,0.6,0.5433,0.0815,일반,D-낮음,0,0.0,0
8930e150687ffff,37.3834,127.1628,41135580,서현1동,분당구,0.68,0.388,0.638,0.9968,0.6063,0.8988,0.0,1.0,0.9897,1.0,0.8,1.0,0.6,0.3623,0.0543,일반,A-최우선,0,0.0,0
8930e1c9993ffff,37.4404,127.1074,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,D-낮음,0,0.0,0
8930e1c9e77ffff,37.4137,127.0815,41131650,시흥동,수정구,0.1912,0.0966,0.2613,0.1288,0.3082,0.1828,0.0,1.0,0.9931,1.0,0.8,0.4,0.6,0.3222,0.0483,일반,D-낮음,0,0.0,0
8930e15328bffff,37.3643,127.1219,41135560,정자2동,분당구,0.1058,0.3037,0.1073,0.0135,0.0158,0.0171,0.0,1.0,0.8372,1.0,0.8,1.0,0.6,0.6465,0.097,일반,D-낮음,0,0.0,0
8930e1c93a7ffff,37.4174,127.0635,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5471,0.0821,일반,D-낮음,0,0.0,0
8930e1c8a43ffff,37.4454,127.113,41131630,신촌동,수정구,0.028,0.0501,0.0271,0.0012,0.038,0.0147,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.0,0.0,부적합,E-부적합,0,0.0,0
8930e1c988bffff,37.4282,127.0906,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,0.9125,0.9931,1.0,0.8,1.0,0.6,0.5056,0.0758,일반,D-낮음,0,0.0,0
8930e1c9d6fffff,37.4365,127.1044,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.4009,0.0601,일반,D-낮음,0,0.0,0
8930e1522d7ffff,37.4103,127.1415,41135640,야탑3동,분당구,0.2482,0.47,0.2326,0.0953,0.2688,0.0755,0.0,0.3,0.8577,1.0,0.8,1.0,0.6,0.5247,0.0787,일반,C-보통,0,0.0,0
8930e02493bffff,37.3404,127.1304,41135670,구미동,분당구,0.3798,0.4201,0.3347,0.4625,0.3012,0.3673,1.0,1.0,0.9914,1.0,0.8,0.34,0.6,0.5446,0.2192,Hybrid,B-높음,0,0.0,0
8930e153183ffff,37.3945,127.1428,41135600,이매1동,분당구,0.141,0.1453,0.2138,0.1033,0.1127,0.1246,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.5874,0.0881,일반,D-낮음,0,0.0,0
8930e153667ffff,37.3678,127.117,41135560,정자2동,분당구,0.1058,0.3037,0.1073,0.0135,0.0158,0.0171,0.0,0.825,0.8337,1.0,0.8,1.0,0.6,0.6607,0.0991,일반,D-낮음,0,0.0,0
8930e0261afffff,37.3872,127.0427,41135680,운중동,분당구,0.247,0.2067,0.2917,0.206,0.221,0.3439,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.4804,0.0721,일반,C-보통,0,0.0,0
8930e026b77ffff,37.362,127.0955,41135662,금곡동,분당구,0.3242,0.3961,0.2918,0.2717,0.2575,0.4062,1.0,1.0,0.9109,1.0,0.8,0.65,0.6,0.4736,0.3126,Hybrid,C-보통,0,0.0,0
8930e1c9c67ffff,37.4317,127.0857,41131640,고등동,수정구,0.1394,0.1689,0.1177,0.0919,0.1591,0.1562,0.0,1.0,0.9983,1.0,0.8,1.0,0.6,0.4319,0.0648,일반,D-낮음,0,0.0,0
8930e152e0bffff,37.4203,127.187,41133670,도촌동,중원구,0.2121,0.2827,0.1929,0.1258,0.1746,0.2851,0.0,1.0,1.0,1.0,0.8,1.0,0.6,0.416,0.0624,일반,C-보통,0,0.0,0
