h3_index,h3_res,centroid_lat,centroid_lon,ADM_NM,GU_NM,CSV_ADMI_CD,coverage_ratio,is_edge_cell,h3_marker_radius_px,b2b_score,commercial_score,b2c_score,sales_score,base_h3_score,Ds,Od,Cc,demand_grade,demand_rank,demand_percentile,delivery_demand_index,flow_pop_index
8930e1536b3ffff,9,37.3814859002725,127.11026366715556,정자1동,분당구,41135550,1.0,0,4,0.7036987105425986,0.966427655742064,0.3912288089646858,0.5020225237904835,0.640844424759958,0.640844424759958,0.7036987105425986,0.3912288089646858,A,47,94.0,0.894769215569581,0.8858909487613493
8930e1cd35bffff,9,37.45485612629328,127.1846834078367,상대원1동,중원구,41133570,1.0,0,4,0.0536057568915534,0.6904231266000725,0.0118079597967463,0.2151016645367137,0.24273462695627152,0.24273462695627152,0.0536057568915534,0.0118079597967463,D,6,12.0,0.6397888896736036,0.6649128994782841
8930e026bc3ffff,9,37.3650145592105,127.0826936825855,금곡동,분당구,41135662,1.0,0,4,0.088910056037352,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.38643542836049793,0.38643542836049793,0.088910056037352,0.0458448617467097,B,28,56.00000000000001,0.8165099788515986,0.7610887846993277
8930e1504c3ffff,9,37.39531630540371,127.1586142858126,서현1동,분당구,41135580,1.0,0,4,0.2431635869566444,1.0,0.1568736399080484,0.5902633650522128,0.4975751479792264,0.4975751479792264,0.2431635869566444,0.1568736399080484,A,42,84.0,0.881655226086415,0.9351769011355312
8930e15221bffff,9,37.40685891142507,127.14648154401792,야탑3동,분당구,41135640,1.0,0,4,0.0346401557803864,0.7445110894657374,0.014320628166206,0.5872970545032206,0.3451922319788876,0.3451922319788876,0.0346401557803864,0.014320628166206,C,19,38.0,0.6039398243505666,0.7082174516206173
8930e1530c7ffff,9,37.3812480071074,127.1233436070633,서현1동,분당구,41135580,1.0,0,4,0.2431635869566444,1.0,0.1568736399080484,0.5902633650522128,0.4975751479792264,0.4975751479792264,0.2431635869566444,0.1568736399080484,A,42,84.0,0.881655226086415,0.9351769011355312
8930e024d63ffff,9,37.34693327695124,127.11259227041285,구미1동,분당구,41135665,1.0,0,4,0.135782488432641,0.7309825560957123,0.0859169663544788,0.6007368125922509,0.38835470586877074,0.38835470586877074,0.135782488432641,0.0859169663544788,B,29,57.99999999999999,0.4688519830972249,0.6973860753274006
8930e153687ffff,9,37.38040352151437,127.10755296253647,정자1동,분당구,41135550,1.0,0,4,0.7036987105425986,0.966427655742064,0.3912288089646858,0.5020225237904835,0.640844424759958,0.640844424759958,0.7036987105425986,0.3912288089646858,A,47,94.0,0.894769215569581,0.8858909487613493
8930e1535abffff,9,37.404270983512816,127.13315205976136,야탑3동,분당구,41135640,1.0,0,4,0.0346401557803864,0.7445110894657374,0.014320628166206,0.5872970545032206,0.3451922319788876,0.3451922319788876,0.0346401557803864,0.014320628166206,C,19,38.0,0.6039398243505666,0.7082174516206173
8930e1531a3ffff,9,37.39489545949762,127.1507113115369,서현1동,분당구,41135580,1.0,0,4,0.2431635869566444,1.0,0.1568736399080484,0.5902633650522128,0.4975751479792264,0.4975751479792264,0.2431635869566444,0.1568736399080484,A,42,84.0,0.881655226086415,0.9351769011355312
8930e026abbffff,9,37.363508862273946,127.07209817363967,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c9babffff,9,37.41646623112217,127.1158317353086,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e152113ffff,9,37.4370484138656,127.16741189196834,상대원1동,중원구,41133570,1.0,0,4,0.0536057568915534,0.6904231266000725,0.0118079597967463,0.2151016645367137,0.24273462695627152,0.24273462695627152,0.0536057568915534,0.0118079597967463,D,6,12.0,0.6397888896736036,0.6649128994782841
8930e1534a3ffff,9,37.39951654229503,127.11440278172677,삼평동,분당구,41135655,1.0,0,4,0.315303741908038,0.9708712279871622,0.1706182831907607,0.4176179607530261,0.46860280345974675,0.46860280345974675,0.315303741908038,0.1706182831907607,A,40,80.0,0.8236140744766111,0.8894486147519135
8930e1cd65bffff,9,37.45946995445868,127.14832171836984,위례동,수정구,41131625,1.0,0,4,0.2782908015070536,0.9256580434689438,0.135538196099941,0.6677953870318278,0.5018206070269415,0.5018206070269415,0.2782908015070536,0.135538196099941,A,43,86.0,0.847949126410178,0.8532494938615052
8930e0269b3ffff,9,37.39367791433652,127.09295238316317,판교동,분당구,41135650,1.0,0,4,0.0444838509504207,0.7025860476182239,0.0241094027255053,0.6728000775155952,0.36099484470243626,0.36099484470243626,0.0444838509504207,0.0241094027255053,C,22,44.0,0.3621698430651707,0.6746509228669958
8930e026e97ffff,9,37.37917327240277,127.04985333241638,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c9aa3ffff,9,37.41170750893835,127.09708623280662,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e15200bffff,9,37.42489684956743,127.15063485490944,하대원동,중원구,41133660,1.0,0,4,0.0735359077082957,0.5279277375069421,0.0373498741762633,0.6258018725908416,0.31615384799558566,0.31615384799558566,0.0735359077082957,0.0373498741762633,C,14,28.000000000000004,0.3180132672522729,0.5348138963535214
8930e152eb7ffff,9,37.43266160566671,127.1906635980572,도촌동,중원구,41133670,1.0,0,4,0.0226577816181148,0.7059662820815956,0.0065748632745028,0.6621889585805354,0.3493469713886872,0.3493469713886872,0.0226577816181148,0.0065748632745028,C,18,36.0,0.7018436487590132,0.677357246636962
8930e15339bffff,9,37.37361517390533,127.13842176166442,서현2동,분당구,41135590,1.0,0,4,0.426322169350031,0.6071823832077416,0.1732139477441886,0.4977539224400578,0.42611810568550473,0.42611810568550473,0.426322169350031,0.1732139477441886,B,37,74.0,0.3725709786984021,0.5982676992966364
8930e1cd06fffff,9,37.46682465014499,127.18045330235827,은행2동,중원구,41133560,1.0,0,4,0.123924930734468,0.5586577921161207,0.0465921983098133,0.5981216857433491,0.33182415172593777,0.33182415172593777,0.123924930734468,0.0465921983098133,C,17,34.0,0.3598506596625956,0.559417360445246
8930e0268abffff,9,37.38153267832752,127.07622288891922,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c9d8fffff,9,37.44908617944456,127.09498528961592,신촌동,수정구,41131630,1.0,0,4,0.0,0.2108426307669784,0.0,0.8108944918575417,0.25543428065613005,0.25543428065613005,0.0,0.0,D,3,6.0,0.1169799685864505,0.2809454233906647
8930e026d8fffff,9,37.401956630081074,127.0726946997275,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e1c98abffff,9,37.42865557543415,127.09851056816908,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e15068fffff,9,37.380525334611846,127.16260177375258,서현1동,분당구,41135580,1.0,0,4,0.2431635869566444,1.0,0.1568736399080484,0.5902633650522128,0.4975751479792264,0.4975751479792264,0.2431635869566444,0.1568736399080484,A,42,84.0,0.881655226086415,0.9351769011355312
8930e1c93c7ffff,9,37.41022903643212,127.05243952765564,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e1c999bffff,9,37.43755734520269,127.10712320971535,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e153293ffff,9,37.36886712970373,127.1196789441434,정자2동,분당구,41135560,1.0,0,4,0.1529942557933301,0.5601590604755505,0.0295113669712343,0.3777352671083936,0.2800999875871271,0.2800999875871271,0.1529942557933301,0.0295113669712343,C,13,26.0,0.0870662895477672,0.5606193238860218
8930e1c93afffff,9,37.414564787082455,127.06327394932794,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e026c87ffff,9,37.39719573987538,127.053971283831,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c9893ffff,9,37.43279364281313,127.08837537882086,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e1c9d77ffff,9,37.44103926665937,127.10217315316136,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e15318bffff,9,37.3916487181699,127.1425701862895,이매1동,분당구,41135600,1.0,0,4,0.0826567158428316,0.7253811600741935,0.0254376646526116,0.4260810300588985,0.3148891426571338,0.3148891426571338,0.0826567158428316,0.0254376646526116,C,15,30.0,0.3159123476497381,0.6929014186083786
8930e15366fffff,9,37.36496074327734,127.1167300402169,정자2동,분당구,41135560,1.0,0,4,0.1529942557933301,0.5601590604755505,0.0295113669712343,0.3777352671083936,0.2800999875871271,0.2800999875871271,0.1529942557933301,0.0295113669712343,C,13,26.0,0.0870662895477672,0.5606193238860218
8930e1cd343ffff,9,37.45593964594935,127.18740226994896,상대원1동,중원구,41133570,1.0,0,4,0.0536057568915534,0.6904231266000725,0.0118079597967463,0.2151016645367137,0.24273462695627152,0.24273462695627152,0.0536057568915534,0.0118079597967463,D,6,12.0,0.6397888896736036,0.6649128994782841
8930e0261b7ffff,9,37.391777943410496,127.0404354459301,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c9c6fffff,9,37.42888500510986,127.08542717816655,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e1532abffff,9,37.36472014646084,127.12980825808508,수내3동,분당구,41135540,1.0,0,4,0.1882049897089418,0.4810292978690261,0.0569102022803107,0.6299538837015899,0.33902459338996715,0.33902459338996715,0.1882049897089418,0.0569102022803107,C,20,40.0,0.2800188300424025,0.4972655063404188
8930e1521d7ffff,9,37.43770834796328,127.16221905790329,상대원3동,중원구,41133590,1.0,0,4,0.4555601888203385,0.1588299154201708,0.1779222620899136,0.5577755547007782,0.3375219802578003,0.3375219802578003,0.4555601888203385,0.1779222620899136,B,25,50.0,0.5112347660521596,0.2393023807529842
8930e1526bbffff,9,37.42579157541135,127.1323504829444,하대원동,중원구,41133660,1.0,0,4,0.0735359077082957,0.5279277375069421,0.0373498741762633,0.6258018725908416,0.31615384799558566,0.31615384799558566,0.0735359077082957,0.0373498741762633,C,14,28.000000000000004,0.3180132672522729,0.5348138963535214
8930e153083ffff,9,37.38689773764556,127.1238205481822,서현1동,분당구,41135580,1.0,0,4,0.2431635869566444,1.0,0.1568736399080484,0.5902633650522128,0.4975751479792264,0.4975751479792264,0.2431635869566444,0.1568736399080484,A,42,84.0,0.881655226086415,0.9351769011355312
8930e153567ffff,9,37.39513479462956,127.13762218626717,이매1동,분당구,41135600,1.0,0,4,0.0826567158428316,0.7253811600741935,0.0254376646526116,0.4260810300588985,0.3148891426571338,0.3148891426571338,0.0826567158428316,0.0254376646526116,C,15,30.0,0.3159123476497381,0.6929014186083786
8930e1cd23bffff,9,37.45443250108026,127.17676938273198,은행2동,중원구,41133560,1.0,0,4,0.123924930734468,0.5586577921161207,0.0465921983098133,0.5981216857433491,0.33182415172593777,0.33182415172593777,0.123924930734468,0.0465921983098133,C,17,34.0,0.3598506596625956,0.559417360445246
8930e026a77ffff,9,37.35437972285834,127.07656892675982,구미1동,분당구,41135665,1.0,0,4,0.135782488432641,0.7309825560957123,0.0859169663544788,0.6007368125922509,0.38835470586877074,0.38835470586877074,0.135782488432641,0.0859169663544788,B,29,57.99999999999999,0.4688519830972249,0.6973860753274006
8930e1c9b67ffff,9,37.40733226851454,127.12030364252458,야탑2동,분당구,41135630,1.0,0,4,0.3801955310532749,0.3908446623772692,0.1488158261319484,0.5974498309352706,0.3793264626244408,0.3793264626244408,0.3801955310532749,0.1488158261319484,B,33,66.0,0.589740090564089,0.4250608041631575
8930e1520cfffff,9,37.42555650080873,127.14544440641082,하대원동,중원구,41133660,1.0,0,4,0.0735359077082957,0.5279277375069421,0.0373498741762633,0.6258018725908416,0.31615384799558566,0.31615384799558566,0.0735359077082957,0.0373498741762633,C,14,28.000000000000004,0.3180132672522729,0.5348138963535214
8930e1525b3ffff,9,37.4559852485819,127.15327493142983,산성동,수정구,41131600,1.0,0,4,0.2253236884428677,0.1913410322304075,0.0850268409360052,0.2916030177886646,0.19832364484948625,0.19832364484948625,0.2253236884428677,0.0850268409360052,D,4,8.0,0.2197087696898648,0.2653318201794801
8930e024c17ffff,9,37.348495067890376,127.08916202713392,구미1동,분당구,41135665,1.0,0,4,0.135782488432641,0.7309825560957123,0.0859169663544788,0.6007368125922509,0.38835470586877074,0.38835470586877074,0.135782488432641,0.0859169663544788,B,29,57.99999999999999,0.4688519830972249,0.6973860753274006
8930e1cd617ffff,9,37.4701179097907,127.1544758269842,위례동,수정구,41131625,1.0,0,4,0.2782908015070536,0.9256580434689438,0.135538196099941,0.6677953870318278,0.5018206070269415,0.5018206070269415,0.2782908015070536,0.135538196099941,A,43,86.0,0.847949126410178,0.8532494938615052
8930e1c8bb3ffff,9,37.4681796075579,127.13593838223746,위례동,수정구,41131625,1.0,0,4,0.2782908015070536,0.9256580434689438,0.135538196099941,0.6677953870318278,0.5018206070269415,0.5018206070269415,0.2782908015070536,0.135538196099941,A,43,86.0,0.847949126410178,0.8532494938615052
8930e02696fffff,9,37.37715636291281,127.09942219157116,판교동,분당구,41135650,1.0,0,4,0.0444838509504207,0.7025860476182239,0.0241094027255053,0.6728000775155952,0.36099484470243626,0.36099484470243626,0.0444838509504207,0.0241094027255053,C,22,44.0,0.3621698430651707,0.6746509228669958
8930e1c9e97ffff,9,37.42628878524295,127.07211063596928,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e1524abffff,9,37.44382955820542,127.13650005654452,태평2동,수정구,41131550,1.0,0,4,0.3465257969995541,0.4515854515405171,0.1273208741750058,0.5600892404378566,0.3713803407882334,0.3713803407882334,0.3465257969995541,0.1273208741750058,B,31,62.0,0.2681195276083796,0.4736918217154213
8930e1c99b3ffff,9,37.44080941014976,127.11526292058814,신촌동,수정구,41131630,1.0,0,4,0.0,0.2108426307669784,0.0,0.8108944918575417,0.25543428065613005,0.25543428065613005,0.0,0.0,D,3,6.0,0.1169799685864505,0.2809454233906647
8930e153357ffff,9,37.36447805145546,127.14288953232018,분당동,분당구,41135510,1.0,0,4,0.0256173924590182,0.6211531610107133,0.005240784280864,0.5994267973238342,0.3128595337686074,0.3128595337686074,0.0256173924590182,0.005240784280864,C,12,24.0,0.2110239759971392,0.6094531506204426
8930e1506a7ffff,9,37.38377034267528,127.1707455154869,서현1동,분당구,41135580,1.0,0,4,0.2431635869566444,1.0,0.1568736399080484,0.5902633650522128,0.4975751479792264,0.4975751479792264,0.2431635869566444,0.1568736399080484,A,42,84.0,0.881655226086415,0.9351769011355312
8930e026da7ffff,9,37.40520695602768,127.08082319541204,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e0268c3ffff,9,37.377201388960216,127.06539042862038,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1cd02bffff,9,37.47247915490149,127.18093623192448,은행2동,중원구,41133560,1.0,0,4,0.123924930734468,0.5586577921161207,0.0465921983098133,0.5981216857433491,0.33182415172593777,0.33182415172593777,0.123924930734468,0.0465921983098133,C,17,34.0,0.3598506596625956,0.559417360445246
8930e1c8b07ffff,9,37.46078559285413,127.13793619847642,복정동,수정구,41131620,1.0,0,4,0.0945999036459246,0.6054283979324323,0.0206579963501409,0.379589044114181,0.2750688355106697,0.2750688355106697,0.0945999036459246,0.0206579963501409,C,10,20.0,0.341178602879723,0.5968634026142088
8930e1c8aabffff,9,37.45602101850724,127.11916894840977,복정동,수정구,41131620,1.0,0,4,0.0945999036459246,0.6054283979324323,0.0206579963501409,0.379589044114181,0.2750688355106697,0.2750688355106697,0.0945999036459246,0.0206579963501409,C,10,20.0,0.341178602879723,0.5968634026142088
8930e026867ffff,9,37.372403205880005,127.08069462932151,금곡동,분당구,41135662,1.0,0,4,0.088910056037352,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.38643542836049793,0.38643542836049793,0.088910056037352,0.0458448617467097,B,28,56.00000000000001,0.8165099788515986,0.7610887846993277
8930e026d4bffff,9,37.38783784030201,127.07151423605198,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c9957ffff,9,37.42842464820775,127.1115970210787,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e1c9e3bffff,9,37.41650363563775,127.08176951959518,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e1523a3ffff,9,37.422255359566456,127.17140057187144,도촌동,중원구,41133670,1.0,0,4,0.0226577816181148,0.7059662820815956,0.0065748632745028,0.6621889585805354,0.3493469713886872,0.3493469713886872,0.0226577816181148,0.0065748632745028,C,18,36.0,0.7018436487590132,0.677357246636962
8930e15324fffff,9,37.35234000012912,127.1261428655603,구미동,분당구,41135670,1.0,0,4,0.2034090218704864,0.8226652114625687,0.1149869454888962,0.1804080194132415,0.3303672995587982,0.3303672995587982,0.2034090218704864,0.1149869454888962,B,27,54.0,0.7756944353999815,0.7707901401050359
8930e1533b3ffff,9,37.37686052218717,127.14655985070254,분당동,분당구,41135510,1.0,0,4,0.0256173924590182,0.6211531610107133,0.005240784280864,0.5994267973238342,0.3128595337686074,0.3128595337686074,0.0256173924590182,0.005240784280864,C,12,24.0,0.2110239759971392,0.6094531506204426
8930e1c936bffff,9,37.40044637556162,127.06209547174228,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e152ecfffff,9,37.42093288276556,127.18178578356198,도촌동,중원구,41133670,1.0,0,4,0.0226577816181148,0.7059662820815956,0.0065748632745028,0.6621889585805354,0.3493469713886872,0.3493469713886872,0.0226577816181148,0.0065748632745028,C,18,36.0,0.7018436487590132,0.677357246636962
8930e026c43ffff,9,37.38307948755979,127.05279529675168,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c984fffff,9,37.41627313447535,127.09484959769227,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e1c9d33ffff,9,37.44668940770963,127.10264853461196,신촌동,수정구,41131630,1.0,0,4,0.0,0.2108426307669784,0.0,0.8108944918575417,0.25543428065613005,0.25543428065613005,0.0,0.0,D,3,6.0,0.1169799685864505,0.2809454233906647
8930e152507ffff,9,37.44858984744204,127.15527108408668,단대동,수정구,41131590,1.0,0,4,0.1645438818811267,0.4276955466583788,0.0572251025229453,0.7035227408005049,0.33824681796573897,0.33824681796573897,0.1645438818811267,0.0572251025229453,C,16,32.0,0.2392034972721506,0.4545648001595647
8930e15229bffff,9,37.41317039629698,127.1417716780946,야탑3동,분당구,41135640,1.0,0,4,0.0346401557803864,0.7445110894657374,0.014320628166206,0.5872970545032206,0.3451922319788876,0.3451922319788876,0.0346401557803864,0.014320628166206,C,19,38.0,0.6039398243505666,0.7082174516206173
8930e152023ffff,9,37.42814614099152,127.15878166417716,하대원동,중원구,41133660,1.0,0,4,0.0735359077082957,0.5279277375069421,0.0373498741762633,0.6258018725908416,0.31615384799558566,0.31615384799558566,0.0735359077082957,0.0373498741762633,C,14,28.000000000000004,0.3180132672522729,0.5348138963535214
8930e152c63ffff,9,37.43657156205212,127.19362388883744,상대원1동,중원구,41133570,1.0,0,4,0.0536057568915534,0.6904231266000725,0.0118079597967463,0.2151016645367137,0.24273462695627152,0.24273462695627152,0.0536057568915534,0.0118079597967463,D,6,12.0,0.6397888896736036,0.6649128994782841
8930e153147ffff,9,37.38251126193287,127.14703894102206,서현1동,분당구,41135580,1.0,0,4,0.2431635869566444,1.0,0.1568736399080484,0.5902633650522128,0.4975751479792264,0.4975751479792264,0.2431635869566444,0.1568736399080484,A,42,84.0,0.881655226086415,0.9351769011355312
8930e15362bffff,9,37.37060976540917,127.11720624332854,정자2동,분당구,41135560,1.0,0,4,0.1529942557933301,0.5601590604755505,0.0295113669712343,0.3777352671083936,0.2800999875871271,0.2800999875871271,0.1529942557933301,0.0295113669712343,C,13,26.0,0.0870662895477672,0.5606193238860218
8930e026173ffff,9,37.37766364543001,127.03926272892664,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e026b3bffff,9,37.36477779062378,127.09576383005552,금곡동,분당구,41135662,1.0,0,4,0.088910056037352,0.8105480892439647,0.0458448617467097,0.6004387064139654,0.38643542836049793,0.38643542836049793,0.088910056037352,0.0458448617467097,B,28,56.00000000000001,0.8165099788515986,0.7610887846993277
8930e1c9263ffff,9,37.39568456602653,127.04337690321844,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e1c9c2bffff,9,37.43453405247855,127.08590089931698,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e1c9abbffff,9,37.41062409270715,127.09437516665282,시흥동,수정구,41131650,1.0,0,4,0.0117207013502018,0.619594904114988,0.0064844152483438,0.457599072586192,0.2738497733249314,0.2738497733249314,0.0117207013502018,0.0064844152483438,D,8,16.0,0.3861493162339475,0.6082055603357117
8930e152193ffff,9,37.44336128987455,127.16270006035953,금광1동,중원구,41133530,1.0,0,4,0.3557790853968408,0.6458428602964774,0.1577334109999066,0.5181399312956134,0.4193738219972096,0.4193738219972096,0.3557790853968408,0.1577334109999066,B,36,72.0,0.319288129390457,0.6292205131434933
8930e026eafffff,9,37.3750357229611,127.05997554058274,운중동,분당구,41135680,1.0,0,4,0.0117325852896997,0.8375340736275518,0.0074089079150314,0.8553980536354453,0.428018405116932,0.428018405116932,0.0117325852896997,0.0074089079150314,B,30,60.0,0.4358038389443436,0.7826946264788317
8930e152677ffff,9,37.41665569227673,127.1368221039224,도촌동,중원구,41133670,1.0,0,4,0.0226577816181148,0.7059662820815956,0.0065748632745028,0.6621889585805354,0.3493469713886872,0.3493469713886872,0.0226577816181148,0.0065748632745028,C,18,36.0,0.7018436487590132,0.677357246636962
8930e0269cbffff,9,37.38195719622991,127.08411296257007,판교동,분당구,41135650,1.0,0,4,0.0444838509504207,0.7025860476182239,0.0241094027255053,0.6728000775155952,0.36099484470243626,0.36099484470243626,0.0444838509504207,0.0241094027255053,C,22,44.0,0.3621698430651707,0.6746509228669958
8930e153523ffff,9,37.40078554290636,127.13810056867712,이매1동,분당구,41135600,1.0,0,4,0.0826567158428316,0.7253811600741935,0.0254376646526116,0.4260810300588985,0.3148891426571338,0.3148891426571338,0.0826567158428316,0.0254376646526116,C,15,30.0,0.3159123476497381,0.6929014186083786
8930e1cd673ffff,9,37.46272230984077,127.15647231516498,단대동,수정구,41131590,1.0,0,4,0.1645438818811267,0.4276955466583788,0.0572251025229453,0.7035227408005049,0.33824681796573897,0.33824681796573897,0.1645438818811267,0.0572251025229453,C,16,32.0,0.2392034972721506,0.4545648001595647
8930e1cd6dbffff,9,37.46578047667317,127.14360813127648,위례동,수정구,41131625,1.0,0,4,0.2782908015070536,0.9256580434689438,0.135538196099941,0.6677953870318278,0.5018206070269415,0.5018206070269415,0.2782908015070536,0.135538196099941,A,43,86.0,0.847949126410178,0.8532494938615052
8930e1c915bffff,9,37.42152322531346,127.05338059374355,고등동,수정구,41131640,1.0,0,4,0.0047344222891329,0.563307274067727,0.0034386463829846,0.6906974889051272,0.3155444579112429,0.3155444579112429,0.0047344222891329,0.0034386463829846,C,11,22.0,0.3382761765419816,0.5631398843293168
8930e026a33ffff,9,37.36002655949115,127.07704128497905,구미1동,분당구,41135665,1.0,0,4,0.135782488432641,0.7309825560957123,0.0859169663544788,0.6007368125922509,0.38835470586877074,0.38835470586877074,0.135782488432641,0.0859169663544788,B,29,57.99999999999999,0.4688519830972249,0.6973860753274006
