h3_index,lat,lon,ADM_NM,GU_NM,CSV_ADMI_CD,Ds,demand_grade,P_wind_fail,P_rain_fail,P_visibility_fail,P_drone_weather_available,weather_risk,score_weather,weather_station,weather_source,weather_period_start,weather_period_end,weather_note
8830e15321fffff,37.36081383356676,127.12685852856524,정자3동,분당구,41135570,0.2978596732733048,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15215fffff,37.428568963738954,127.16668996152974,상대원1동,중원구,41133570,0.2265850361917555,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1cd65fffff,37.46055409422793,127.15103849639532,위례동,수정구,41131625,0.46287014847446417,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e026b7fffff,37.35912995672263,127.0952898178641,금곡동,분당구,41135662,0.3352825633228366,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15307fffff,37.37427656639261,127.13323650303231,서현2동,분당구,41135590,0.418974930376502,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c9d5fffff,37.437786693858236,127.09403615422343,고등동,수정구,41131640,0.24694815124964348,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e0269dfffff,37.38478112515867,127.08434971993373,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e152edfffff,37.422676953796966,127.17931008217046,도촌동,중원구,41133670,0.2853938536924451,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e02617fffff,37.37592401924173,127.04173432054215,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15267fffff,37.41383015701872,127.13658304164883,야탑3동,분당구,41135640,0.2899265421066042,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15069fffff,37.38226937542981,127.16012794780804,서현1동,분당구,41135580,0.46286517016966955,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c9bbfffff,37.4192913347004,127.11607010565325,시흥동,수정구,41131650,0.2292619362013324,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c935fffff,37.40284253482139,127.05444196260497,시흥동,수정구,41131650,0.2292619362013324,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15359fffff,37.40667305729171,127.12549065156837,야탑2동,분당구,41135630,0.3576010326362412,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e02683fffff,37.37805069205754,127.08116763963528,판교동,분당구,41135650,0.29816322204591883,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1524dfffff,37.43949422933127,127.12564156885806,태평1동,수정구,41131540,0.327805441111458,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c9a1fffff,37.40497522615482,127.09390095724054,삼평동,분당구,41135655,0.458371381575248,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c895fffff,37.47274733740001,127.13370105463832,위례동,수정구,41131625,0.46287014847446417,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15233fffff,37.41594119307026,127.17611096756112,도촌동,중원구,41133670,0.2853938536924451,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e026a7fffff,37.351556381701485,127.07633291584042,구미1동,분당구,41135665,0.34185927345280975,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c987fffff,37.418440292883474,127.1002726155276,시흥동,수정구,41131650,0.2292619362013324,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e026d5fffff,37.390661536754465,127.07175042311968,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e024d7fffff,37.34693329456015,127.11259240697711,구미1동,분당구,41135665,0.34185927345280975,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15325fffff,37.354083168036745,127.12367079214458,정자3동,분당구,41135570,0.2978596732733048,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15219fffff,37.44161821340599,127.16517648790801,상대원3동,중원구,41133590,0.32730044366975636,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1cd69fffff,37.473602245737645,127.1495216490197,위례동,수정구,41131625,0.46287014847446417,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c8e7fffff,37.45799017828862,127.10359968993596,신촌동,수정구,41131630,0.17434483147037586,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e026bbfffff,37.37216756361337,127.09376589427467,금곡동,분당구,41135662,0.3352825633228366,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1530bfffff,37.38731969270269,127.13171862537848,서현1동,분당구,41135580,0.46286517016966955,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c9d9fffff,37.4508265763027,127.09251021092254,신촌동,수정구,41131630,0.17434483147037586,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e026a1fffff,37.35786219726093,127.07162639085391,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e0261bfffff,37.38895502228964,127.04020099708134,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1526bfffff,37.42687495553977,127.13506482340294,하대원동,중원구,41133660,0.2609272515073311,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1506dfffff,37.37553641051604,127.15693385235684,분당동,분당구,41135510,0.25547859328212585,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1cd35fffff,37.455939663196645,127.18740240694376,상대원1동,중원구,41133570,0.2265850361917555,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c939fffff,37.41587606953246,127.05291015519572,고등동,수정구,41131640,0.24694815124964348,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1535dfffff,37.39994002324932,127.1223009311005,이매2동,분당구,41135610,0.21377598534055747,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c8b3fffff,37.460127935198955,127.14312889893718,복정동,수정구,41131620,0.2465699214638441,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e02687fffff,37.37132072624031,127.07798639156036,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15251fffff,37.447506139960794,127.15255478932345,신흥2동,수정구,41131520,0.357112249558172,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c9a5fffff,37.3982433924085,127.09071637842915,판교동,분당구,41135650,0.29816322204591883,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15205fffff,37.420987857760714,127.1476800907727,도촌동,중원구,41133670,0.2853938536924451,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15343fffff,37.39320745556343,127.11911204519122,백현동,분당구,41135657,0.45376362521388297,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15237fffff,37.40920589780658,127.17291269024956,도촌동,중원구,41133670,0.2853938536924451,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c98bfffff,37.43148040838997,127.0987481685687,고등동,수정구,41131640,0.24694815124964348,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e026d9fffff,37.403696996649906,127.07022181066988,시흥동,수정구,41131650,0.2292619362013324,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e024dbfffff,37.35997282010733,127.11107167684116,정자3동,분당구,41135570,0.2978596732733048,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15329fffff,37.367124391222944,127.12215176440503,정자2동,분당구,41135560,0.2576258864556208,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1521dfffff,37.43488195332191,127.16197872589444,상대원1동,중원구,41133570,0.2265850361917555,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1cd6dfffff,37.46686485826057,127.14632485533394,위례동,수정구,41131625,0.46287014847446417,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c9ddfffff,37.44409238166332,127.0893236525708,고등동,수정구,41131640,0.24694815124964348,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15203fffff,37.42814615833886,127.15878180104284,하대원동,중원구,41133660,0.2609272515073311,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c9c3fffff,37.43735865253654,127.0861379284562,고등동,수정구,41131640,0.24694815124964348,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c93dfffff,37.4091451073775,127.04973161851541,시흥동,수정구,41131650,0.2292619362013324,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15361fffff,37.37301255266065,127.1095503917382,정자동,분당구,41135545,0.4300143748335851,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c8b7fffff,37.453391476755556,127.13993377952039,태평4동,수정구,41131561,0.6775996391710029,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e0268bfffff,37.3843564124282,127.07645927448829,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15255fffff,37.44077001284303,127.14935876688133,중앙동,중원구,41133525,0.30288367892621654,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c9a9fffff,37.411281611566544,127.08919078556822,시흥동,수정구,41131650,0.2292619362013324,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c923fffff,37.4024146119848,127.04655391347407,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15347fffff,37.38647535443568,127.11592399353279,백현동,분당구,41135657,0.45376362521388297,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e152c1fffff,37.442887026728435,127.18891245287465,상대원1동,중원구,41133570,0.2265850361917555,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1523bfffff,37.422255376920084,127.17140070874788,도촌동,중원구,41133670,0.2853938536924451,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1cd05fffff,37.46814283784618,127.17006127098091,양지동,수정구,41131610,0.22666966419906892,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e026ddfffff,37.3969660648321,127.0670410855178,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1532dfffff,37.36039355819844,127.11896447861153,정자3동,분당구,41135570,0.2978596732733048,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15221fffff,37.407941566020874,127.14919604637224,야탑3동,분당구,41135640,0.2899265421066042,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e026c3fffff,37.39023559993693,127.06386119245072,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15313fffff,37.38858272419643,127.15541994187278,서현1동,분당구,41135580,0.46286517016966955,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c9e1fffff,37.41716026024896,127.07658575845727,시흥동,수정구,41131650,0.2292619362013324,D,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15207fffff,37.42141082865942,127.15558571304433,도촌동,중원구,41133670,0.2853938536924451,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e026a9fffff,37.364167417586344,127.0669193801168,운중동,분당구,41135680,0.34365185828235756,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c9c7fffff,37.4306253891241,127.08295303827089,고등동,수정구,41131640,0.24694815124964348,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15311fffff,37.38816217747541,127.14751825388326,서현1동,분당구,41135580,0.46286517016966955,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1cd3dfffff,37.46225408107072,127.18268940494703,은행2동,중원구,41133560,0.28440447622504966,C,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15365fffff,37.366281852416016,127.10636484098727,정자1동,분당구,41135550,0.6610120434351695,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e1c8bbfffff,37.46643793553133,127.1384152210329,위례동,수정구,41131625,0.46287014847446417,A,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e02491fffff,37.34104215267177,127.12518926570768,구미동,분당구,41135670,0.3326673998045227,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e15259fffff,37.45381733660726,127.1478420883633,신흥2동,수정구,41131520,0.357112249558172,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
8830e024c3fffff,37.34609255666714,127.09681318563412,구미1동,분당구,41135665,0.34185927345280975,B,0.0,0.00742,0.048849,0.944093,0.055907,0.944093,수원(119),kma_hourly_observed_1year,2025-01-01,2025-12-31,"station-level score: all H3 cells receive the same score_weather=0.9441. Source: 수원(119), 2025-01-01~2025-12-31, 8760 hourly observations."
