h3_index,lat,lon,admin_code,dong,gu,delivery_demand_index,flow_pop_index,urgency_score,urgency_level,score_airspace,score_obstacle,score_noise,score_terrain_raw,score_robot_access_ra,score_weather,dashboard_score_all_layers,dashboard_score_without_robot,original_composite_score,dashboard_feasible_all_layers,dashboard_feasible_static,dashboard_score_band,composite_level,tall_bldg_count,total_bldg_count,avg_slope,terrain_zone,Hr,Fp,Cc,Od,Ds_v2,Ec,Od_v2,Ds_v3,total_walk_length,robot_walk_length,n_crossings,avg_robot_weight,b2b_index_100,b2c_index_100,b2c_zone_type,robot_index_100,welfare_facility_count,welfare_density,total_corp,drone_ratio,resident_score,inflow_score,connectivity_index,passable_ratio
8930e1cd043ffff,37.46814281774763,127.1700611111587,41131610,양지동,수정구,0.0413673771528296,0.0497798714423575,0.0447323748686408,매우 낮음,0.0,1.0,0.993143640726774,1.0,0.4908780795809937,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,4,,Unknown,0.1411896535624241,0.0466749071445191,0.0413673771528296,0.0413673771528296,0.0726409425736303,0.0028229364954274,0.0603177039367661,0.0625181131396761,6510.1,3460.3,6,0.5667,14.66,16.08,관망 구역,45.2,7,0.1029411764705882,44,0.3863636363636363,0.2020053234869921,0.1018024499264304,0.3333333333333333,0.7756170934524872
8930e02686fffff,37.36957952804773,127.0804582014276,41135662,금곡동,분당구,0.2716677734571954,0.3057914029293038,0.2853172252460388,높음,0.0,1.0,1.0,1.0,0.6031812074352534,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.3961154169390232,0.2918124336158817,0.2716677734571954,0.2716677734571954,0.3140382315414153,0.2575278304814252,0.4062428056173739,0.3241668825882624,8259.3,5781.5,10,0.7,35.22,56.24,안정 수요 구역,55.2,15,0.046875,895,0.3787709497206704,0.6327276608160091,0.5508094573824001,0.1202185792349726,0.8573219744212512
8930e026d53ffff,37.392402019923466,127.0692776774962,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,0.0,0.7375,0.6520397668837845,1.0,0.4335446218794431,0.8,0.0,0.0,0.0,False,False,부적합,부적합,3,206,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,6838.7,2912.6,82,0.5171,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e1c9e43ffff,37.4104283748143,127.07340320879392,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,보통,0.0,1.0,0.996571820363387,1.0,0.0,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,2,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,0.0,0.0,0,0.0,34.75,59.87,즉시 확장 구역,61.4,18,0.0252808988764044,993,0.3031218529707956,0.6072316978343043,0.4102062990359738,0.3268292682926829,1.0
8930e1523abffff,37.419428908532296,127.17115970451177,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,낮음,0.0,1.0,0.97086047308879,1.0,0.3787958240694579,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,17,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,965.9,409.7,6,0.4,23.03,46.22,안정 수요 구역,50.86,42,0.08203125,550,0.3763636363636363,0.5382405433314565,0.3867563125640387,0.6610169491525424,0.8445071867081309
8930e153257ffff,37.35690767471702,127.12390901043338,41135570,정자3동,분당구,0.2975470887555387,0.2013665412256768,0.259074869743594,높음,1.0,1.0,0.7548851559821733,1.0,0.5436442004116363,0.8,0.328311,0.603908,0.6039081247857387,True,True,낮음,높음,0,143,,Unknown,0.1550098048370529,0.1864085727604963,0.2975470887555387,0.2975470887555387,0.2270012745812323,0.0386852099989883,0.082399662343642,0.1556405748638142,8141.4,4866.4,66,0.5242,13.36,66.31,즉시 확장 구역,59.96,10,0.0925925925925925,119,0.3193277310924369,0.7596626158486808,0.5118543967099333,0.3402061855670103,0.75639347453996
8930e1c9373ffff,37.40500992097013,127.0598582283874,41131650,시흥동,수정구,0.1287571319758471,0.268369406110957,0.1846020416298911,보통,0.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.0966476795218974,0.261308367454804,0.1287571319758471,0.1287571319758471,0.1522621051094014,0.3081515232711472,0.1828140587829023,0.1912274332382693,0.0,0.0,0,0.0,34.75,59.87,즉시 확장 구역,61.4,18,0.0252808988764044,993,0.3031218529707956,0.6072316978343043,0.4102062990359738,0.3268292682926829,1.0
8930e026c4bffff,37.38025635278189,127.05256013971096,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,0.0,1.0,1.0,1.0,0.0,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.0,0.0,0,0.0,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e152e8bffff,37.42658636028156,127.18226848171656,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,낮음,0.0,1.0,0.9862872814535482,1.0,0.4710088386127653,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,8,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,13775.7,5239.4,22,0.3636,23.03,46.22,안정 수요 구역,50.86,42,0.08203125,550,0.3763636363636363,0.5382405433314565,0.3867563125640387,0.6610169491525424,0.8445071867081309
8930e1c9857ffff,37.420838598765656,127.09261272402529,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,매우 낮음,0.0,1.0,0.9948577305450804,1.0,0.437051870367598,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,3,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,2597.6,1298.8,2,0.5,30.97,66.31,즉시 확장 구역,54.19,28,0.0409356725146198,561,0.4581105169340463,0.7209433023429709,0.5680754195197021,0.5703125,0.787403838061368
8930e1c9d3bffff,37.44386431465007,127.1024108104409,41131630,신촌동,수정구,0.0012456656074338,0.0292472417708526,0.0124462960728013,매우 낮음,0.0,0.9125,0.910867329448063,1.0,0.425747339233805,0.8,0.0,0.0,0.0,False,False,부적합,부적합,1,53,,Unknown,0.0501447380707815,0.0270611245803531,0.0012456656074338,0.0012456656074338,0.0223692520896679,0.0380312117205992,0.0146957255774691,0.0280081437359929,5250.8,2298.5,48,0.5125,28.58,48.86,안정 수요 구역,62.72,12,0.0441176470588235,138,0.4927536231884058,0.4243602029057148,0.64839550731704,0.723404255319149,0.7148476360581216
8930e1522a3ffff,37.41467594419786,127.15239030196898,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,낮음,0.0,0.3875,0.8337332876242713,1.0,0.5377341461148037,0.8,0.0,0.0,0.0,False,False,부적합,부적합,7,104,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,7121.5,4299.2,94,0.6149,23.03,46.22,안정 수요 구역,50.86,42,0.08203125,550,0.3763636363636363,0.5382405433314565,0.3867563125640387,0.6610169491525424,0.8445071867081309
8930e1524c3ffff,37.43949420909857,127.12564140922674,41131540,태평1동,수정구,0.0915769108572866,0.1623178069514097,0.1198732692949358,낮음,0.0,0.65,0.5049875311720698,1.0,0.58581505415067,0.8,0.0,0.0,0.0,False,False,부적합,부적합,4,401,,Unknown,0.4513026426370343,0.1510170423181063,0.0915769108572866,0.0915769108572866,0.2143546632564158,0.052128693806119,0.1865167677077737,0.199747705211727,13327.0,7841.4,308,0.5896,14.36,15.18,관망 구역,64.27,22,0.2619047619047619,200,0.35,0.1469076680590824,0.1366283090793527,0.2698412698412698,0.943193635412964
8930e024907ffff,37.34212315303823,127.127899371999,41135670,구미동,분당구,0.4625237494876398,0.3638099021031401,0.4230382105338399,매우 높음,1.0,0.5625,0.8423037367158038,1.0,0.5509034194606445,0.8,0.208813,0.379037,0.3790366815221118,True,True,낮음,보통,5,97,,Unknown,0.4201139228686152,0.3347497094445013,0.4625237494876398,0.4625237494876398,0.4178572914911478,0.3011957405091735,0.3673163993553833,0.3798197805087242,7792.1,4800.1,58,0.5379,36.86,56.33,즉시 확장 구역,34.89,17,0.0833333333333333,990,0.401010101010101,0.5786202309037534,0.4829618333449584,0.3705035971223021,0.8005002274905291
8930e152c6bffff,37.43374440886528,127.19338192427072,41133670,도촌동,중원구,0.1258360805453779,0.2006614114125326,0.1557662128922398,낮음,0.0,1.0,1.0,1.0,0.497027420034201,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.282659445326361,0.1929170348690428,0.1258360805453779,0.1258360805453779,0.189653328560589,0.1745603382005516,0.2850510321540941,0.2120852068776988,6626.2,3580.8,20,0.42,23.03,46.22,안정 수요 구역,50.86,42,0.08203125,550,0.3763636363636363,0.5382405433314565,0.3867563125640387,0.6610169491525424,0.8445071867081309
8930e15314fffff,37.37968586934709,127.14679936235234,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,매우 높음,0.0,1.0,0.9914295509084676,1.0,0.7125236789658437,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,5,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612,1479.1,1479.1,16,1.0,60.2,60.87,즉시 확장 구역,53.9,6,0.0151515151515151,2145,0.3874125874125874,0.6919578564216569,0.5459936266462968,0.7087719298245614,0.8641462523368525
8930e153633ffff,37.37517680990895,127.11497152624938,41135520,수내1동,분당구,0.820864304458659,0.2723208210090141,0.601446911078801,매우 높음,0.0,0.5625,0.8697291738087075,1.0,0.6476244226307092,0.8,0.0,0.0,0.0,False,False,부적합,부적합,5,81,,Unknown,0.2856475861424969,0.27601678947651,0.820864304458659,0.820864304458659,0.5240874102182731,0.477836475256186,0.4890261683677385,0.459709335629056,12638.5,8942.8,270,0.6911,44.21,67.41,즉시 확장 구역,66.89,15,0.2678571428571428,1657,0.4176222088111044,0.8048845981605159,0.5691888839726095,0.5918367346938775,0.7833324879228256
8930e02617bffff,37.37484090157922,127.03902822572084,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,1.0,1.0,1.0,1.0,0.570947569481239,0.8,0.456758,0.8,0.8,True,True,보통,최적,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,4739.2,3317.4,2,0.7,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e026b43ffff,37.35870781138307,127.08740060136402,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,높음,1.0,1.0,1.0,1.0,0.5826268685696401,0.8,0.466101,0.8,0.8,True,True,보통,최적,0,0,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,6014.6,4210.2,6,0.7,39.85,58.34,즉시 확장 구역,38.0,9,0.0441176470588235,1089,0.4664830119375573,0.5744689704551427,0.4905531750406035,0.348314606741573,0.8483579472724432
8930e150443ffff,37.38900278645683,127.16332271944349,41135580,서현1동,분당구,0.9968130393916228,0.6447023797590359,0.855968775538588,매우 높음,0.0,1.0,0.9828591018169353,1.0,0.5810914271382068,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,10,,Unknown,0.3879914090951536,0.6379679208477442,0.9968130393916228,0.9968130393916228,0.7244552706667124,0.6063353609372737,0.898837387767631,0.6800467246742612,5846.9,4092.9,4,0.7,60.2,60.87,즉시 확장 구역,53.9,6,0.0151515151515151,2145,0.3874125874125874,0.6919578564216569,0.5459936266462968,0.7087719298245614,0.8641462523368525
8930e1c926bffff,37.3928615067508,127.04314214329838,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,0.0,1.0,0.9914295509084676,1.0,0.3930871787536453,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,5,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,10277.1,3083.1,6,0.3,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e1c9c33ffff,37.43909888269113,127.08366316233165,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,매우 낮음,0.0,1.0,1.0,1.0,0.5415009260759946,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,1523.4,1066.4,2,0.7,30.97,66.31,즉시 확장 구역,54.19,28,0.0409356725146198,561,0.4581105169340463,0.7209433023429709,0.5680754195197021,0.5703125,0.787403838061368
8930e1c9a77ffff,37.40149268373278,127.09884784364206,41135655,삼평동,분당구,0.4465934301776538,1.0,0.6679560581065923,매우 높음,0.0,0.65,0.8543023654439492,1.0,0.4734370934383869,0.8,0.0,0.0,0.0,False,False,부적합,부적합,4,89,,Unknown,0.184330936595387,1.0,0.4465934301776538,0.4465934301776538,0.5062663245585604,1.0,0.7124932852428824,0.6422754129708099,8536.8,3999.4,70,0.5571,67.37,70.91,즉시 확장 구역,63.62,10,0.0641025641025641,2982,0.2961099932930919,0.8009180644811347,0.5426603149768172,0.4285714285714285,0.908632573427714
8930e15219bffff,37.44053479637555,127.16245952553632,41133530,금광1동,중원구,0.0932983234690339,0.1457818178067272,0.1142917212041112,낮음,0.0,0.9125,0.5007692307692307,1.0,0.5242394776011748,0.8,0.0,0.0,0.0,False,False,부적합,부적합,1,650,,Unknown,0.1917079092352227,0.1347705732537219,0.0932983234690339,0.0932983234690339,0.1331892616450625,0.017625238391304,0.1151101220167293,0.114332322634127,11101.9,5732.3,218,0.5138,7.45,41.05,성장 잠재 구역,65.73,24,0.75,61,0.3114754098360656,0.374475883911217,0.2839783945044644,0.2325581395348837,1.0
8930e026e6bffff,37.36092007598868,127.05879851572858,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,1.0,1.0,0.8594446348988686,1.0,0.0,0.8,0.0,0.687556,0.6875557079190949,False,True,부적합,높음,0,82,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.0,0.0,0,0.0,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e153047ffff,37.37493763293479,127.12805134011924,41135530,수내2동,분당구,0.0527459703034849,0.0230055092039964,0.0408497858636895,매우 낮음,0.0,1.0,0.9520054850874186,1.0,0.6630836021229002,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,28,,Unknown,0.0,0.0199166486399521,0.0527459703034849,0.0527459703034849,0.0287148487965562,0.02950087176345,0.0825147724656588,0.0328099140112262,11343.9,8568.8,132,0.803,12.71,76.58,안정 수요 구역,58.93,12,0.3,90,0.2888888888888888,0.8048845981605159,0.9623549083659504,0.4081632653061224,0.5645230564717256
8930e1c90afffff,37.4267407867366,127.0459603762844,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,매우 낮음,0.0,1.0,1.0,1.0,0.5426793332562223,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,0,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,1652.1,1156.5,2,0.7,30.97,66.31,즉시 확장 구역,54.19,28,0.0409356725146198,561,0.4581105169340463,0.7209433023429709,0.5680754195197021,0.5703125,0.787403838061368
8930e026987ffff,37.39259496000724,127.09024230494968,41135650,판교동,분당구,0.1275882933326259,0.1865480898138088,0.151172211925099,낮음,0.0,0.9125,0.861158724717175,1.0,0.5638753630413793,0.8,0.0,0.0,0.0,False,False,부적합,부적합,1,82,,Unknown,0.0968344383229059,0.1809293821411808,0.1275882933326259,0.1275882933326259,0.1316974090318486,0.118694274580035,0.1817396976440795,0.1369119542381067,6076.1,4047.6,72,0.6639,23.14,81.09,즉시 확장 구역,67.16,16,0.0634920634920634,375,0.328,0.8570307701319142,0.7450650572252329,0.4828897338403042,0.8824181102595765
8930e1cd62fffff,37.46597462574405,127.1646249099126,41131610,양지동,수정구,0.0413673771528296,0.0497798714423575,0.0447323748686408,매우 낮음,0.0,1.0,0.9914295509084676,1.0,0.4832775893348893,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,5,,Unknown,0.1411896535624241,0.0466749071445191,0.0413673771528296,0.0413673771528296,0.0726409425736303,0.0028229364954274,0.0603177039367661,0.0625181131396761,6803.3,3493.4,18,0.6556,14.66,16.08,관망 구역,45.2,7,0.1029411764705882,44,0.3863636363636363,0.2020053234869921,0.1018024499264304,0.3333333333333333,0.7756170934524872
8930e1c8bcbffff,37.456448372583736,127.12707439422014,41131620,복정동,수정구,0.1169695747533441,0.1752065572430349,0.1402643677492204,낮음,0.0,0.7375,0.7600274254370928,1.0,0.5772977397764256,0.8,0.0,0.0,0.0,False,False,부적합,부적합,3,143,,Unknown,0.3983565225511252,0.1664261426881347,0.1169695747533441,0.1169695747533441,0.2137498010763761,0.203764487421365,0.2129345407106131,0.228961352716942,22331.6,9585.0,78,0.5333,34.94,22.48,관망 구역,56.93,9,0.046875,657,0.4231354642313546,0.2143542045900754,0.2104581960574201,0.72,0.5776880928287509
8930e15352bffff,37.397960146105866,127.13786134397108,41135600,이매1동,분당구,0.1032687369307485,0.2296300483595816,0.1538132615022818,낮음,0.0,1.0,0.9314364072677408,1.0,0.3961669673911372,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,40,,Unknown,0.145298347184611,0.2137762129782459,0.1032687369307485,0.1032687369307485,0.1435044890187816,0.1127216936242304,0.1246450771237817,0.140974677071365,8710.2,2878.8,26,0.4538,21.65,58.99,안정 수요 구역,56.44,13,0.0773809523809523,406,0.3571428571428571,0.6691978124246567,0.5764235267873932,0.6349206349206349,0.866393617834949
8930e1c9163ffff,37.423036304133525,127.06398126634156,41131640,고등동,수정구,0.0919400957440941,0.1242854967661393,0.1048782561529121,매우 낮음,0.0,1.0,0.9742886527254028,1.0,0.5420269392323827,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,15,,Unknown,0.168923335512186,0.1176946116277231,0.0919400957440941,0.0919400957440941,0.1214736966454289,0.159100173110528,0.1561660655360294,0.1394027198049199,6423.4,3997.8,20,0.52,30.97,66.31,즉시 확장 구역,54.19,28,0.0409356725146198,561,0.4581105169340463,0.7209433023429709,0.5680754195197021,0.5703125,0.787403838061368
8930e026a3bffff,37.357203118399326,127.0768050725528,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,높음,1.0,1.0,0.9845731916352416,1.0,0.3127076823263721,0.8,0.246307,0.787659,0.7876585533081935,True,True,낮음,높음,0,9,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,1499.2,449.8,2,0.3,39.85,58.34,즉시 확장 구역,38.0,9,0.0441176470588235,1089,0.4664830119375573,0.5744689704551427,0.4905531750406035,0.348314606741573,0.8483579472724432
8930e1c9b2bffff,37.410157350128216,127.12054203057694,41135620,야탑1동,분당구,0.5540292177394195,0.3964888625358763,0.4910130756580022,매우 높음,0.0,0.825,0.9434350359958862,1.0,0.5556446904804124,0.8,0.0,0.0,0.0,False,False,부적합,부적합,2,35,,Unknown,0.2595947334018115,0.3922237079971283,0.5540292177394195,0.5540292177394195,0.4252474950025643,0.4648619930075792,0.5537564269818126,0.4301851311465501,19580.0,8525.1,120,0.6733,46.18,47.01,성장 잠재 구역,49.23,5,0.078125,1602,0.414481897627965,0.5134996313347452,0.3626253285761638,0.5895522388059702,0.7852212183110027
8930e152093ffff,37.43577685053141,127.14368778007808,41133510,성남동,중원구,0.4585561216747951,0.4205640738554599,0.443359302547061,매우 높음,0.0,0.3,0.5105540897097625,1.0,0.4789512089744662,0.8,0.0,0.0,0.0,False,False,부적합,부적합,8,379,,Unknown,1.0,0.3908118957979841,0.4585561216747951,0.4585561216747951,0.6040532287031538,0.3013657154585115,1.0,0.6301467465862582,7129.6,3569.9,116,0.4931,39.97,27.4,관망 구역,66.57,19,0.1696428571428571,999,0.4214214214214214,0.30256851813019,0.2010405396368954,0.4041450777202072,0.9168035775974288
8930e152577ffff,37.44402069931608,127.15750711232998,41133525,중앙동,중원구,0.0453211759139985,0.0955786315011052,0.0654241581488412,매우 낮음,0.0,0.7375,0.5509084676037022,1.0,0.4878415758519761,0.8,0.0,0.0,0.0,False,False,부적합,부적합,3,265,,Unknown,0.240638715099449,0.0873911700377771,0.0453211759139985,0.0453211759139985,0.1144339362005783,0.0164983851538812,0.1120405187629498,0.1068079028104361,12562.4,5392.1,208,0.4365,3.01,45.62,성장 잠재 구역,74.44,28,0.7,57,0.2105263157894736,0.3997053720093187,0.3497690389931692,0.5161290322580645,0.8721953821091432
8930e153477ffff,37.38930006397346,127.11616196432564,41135657,백현동,분당구,0.279685328637519,0.335035490602693,0.3018253934235886,매우 높음,0.0,0.825,0.7737401439835446,1.0,0.5621217510072182,0.8,0.0,0.0,0.0,False,False,부적합,부적합,2,134,,Unknown,0.2383976094873471,0.339787948200788,0.279685328637519,0.279685328637519,0.2823246677832847,0.1987804103333867,0.4757117642544701,0.294606904444346,12349.6,6948.5,188,0.6819,27.01,78.64,즉시 확장 구역,63.44,12,0.1111111111111111,620,0.2951612903225806,0.7898406597889778,0.7350948319246042,0.4384615384615384,0.874415307803266
8930e153423ffff,37.393207435175086,127.11911188571308,41135657,백현동,분당구,0.279685328637519,0.335035490602693,0.3018253934235886,매우 높음,0.0,0.825,0.8268769283510455,1.0,0.5500035597069586,0.8,0.0,0.0,0.0,False,False,부적합,부적합,2,103,,Unknown,0.2383976094873471,0.339787948200788,0.279685328637519,0.279685328637519,0.2823246677832847,0.1987804103333867,0.4757117642544701,0.294606904444346,12592.5,6768.5,98,0.6082,27.01,78.64,즉시 확장 구역,63.44,12,0.1111111111111111,620,0.2951612903225806,0.7898406597889778,0.7350948319246042,0.4384615384615384,0.874415307803266
8930e024c2fffff,37.34435024254735,127.09928442007748,41135665,구미1동,분당구,0.3151374004709809,0.2235613294144668,0.2785069720483753,높음,1.0,0.65,0.7703119643469316,1.0,0.535244804248289,0.8,0.214399,0.400562,0.4005622214604045,True,True,낮음,보통,4,138,,Unknown,0.2080493043234662,0.2212685070153227,0.3151374004709809,0.3151374004709809,0.2595437482628119,0.3577852268197078,0.2730987644846903,0.2718153676147724,6032.2,3720.9,44,0.5318,39.85,58.34,즉시 확장 구역,38.0,9,0.0441176470588235,1089,0.4664830119375573,0.5744689704551427,0.4905531750406035,0.348314606741573,0.8483579472724432
8930e1c8b77ffff,37.45621755995235,127.14017311911812,41131620,복정동,수정구,0.1169695747533441,0.1752065572430349,0.1402643677492204,낮음,0.0,1.0,0.9948577305450804,1.0,0.4061423799913985,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,3,,Unknown,0.3983565225511252,0.1664261426881347,0.1169695747533441,0.1169695747533441,0.2137498010763761,0.203764487421365,0.2129345407106131,0.228961352716942,6972.6,2620.4,6,0.4333,34.94,22.48,관망 구역,56.93,9,0.046875,657,0.4231354642313546,0.2143542045900754,0.2104581960574201,0.72,0.5776880928287509
8930e026933ffff,37.38737077867233,127.09766125111688,41135650,판교동,분당구,0.1275882933326259,0.1865480898138088,0.151172211925099,낮음,0.0,1.0,0.8320191978059649,1.0,0.6442023745023698,0.8,0.0,0.0,0.0,False,False,부적합,부적합,0,98,,Unknown,0.0968344383229059,0.1809293821411808,0.1275882933326259,0.1275882933326259,0.1316974090318486,0.118694274580035,0.1817396976440795,0.1369119542381067,14292.9,9648.8,154,0.6299,23.14,81.09,즉시 확장 구역,67.16,16,0.0634920634920634,375,0.328,0.8570307701319142,0.7450650572252329,0.4828897338403042,0.8824181102595765
8930e026e17ffff,37.37287003996295,127.05456152436771,41135680,운중동,분당구,0.2059581325868684,0.3036603248464614,0.2450390094907056,높음,1.0,1.0,1.0,1.0,0.0,0.8,0.0,0.8,0.8,False,True,부적합,최적,0,0,,Unknown,0.2067419927164067,0.2916803098533317,0.2059581325868684,0.2059581325868684,0.2276238349423457,0.2209674265773783,0.3438914895249789,0.2469903954113642,0.0,0.0,0,0.0,31.64,70.06,안정 수요 구역,47.08,23,0.0238589211618257,725,0.353103448275862,0.9094683216393996,0.6747258167745952,0.5784313725490197,0.7880678914558206
8930e1525cbffff,37.44425492132882,127.1444066810477,41131530,신흥3동,수정구,0.130438630268108,0.1081399090894058,0.1215191417966271,낮음,0.0,0.65,0.5025641025641026,1.0,0.5549419095451091,0.8,0.0,0.0,0.0,False,False,부적합,부적합,4,780,,Unknown,0.3440097114576524,0.1022945943300816,0.130438630268108,0.130438630268108,0.1874739456404647,0.0388077644223311,0.2626045583608318,0.179701309422642,14891.6,7584.2,360,0.5189,21.44,30.4,관망 구역,68.98,12,0.6,119,0.4285714285714285,0.3514970891151793,0.1239718035583833,0.603448275862069,0.7721761868617689
8930e1c9a23ffff,37.40540035779404,127.10179634647344,41135655,삼평동,분당구,0.4465934301776538,1.0,0.6679560581065923,매우 높음,0.0,0.3,0.9262941378128212,1.0,0.4505139087504724,0.8,0.0,0.0,0.0,False,False,부적합,부적합,12,55,,Unknown,0.184330936595387,1.0,0.4465934301776538,0.4465934301776538,0.5062663245585604,1.0,0.7124932852428824,0.6422754129708099,10046.0,4060.9,40,0.535,67.37,70.91,즉시 확장 구역,63.62,10,0.0641025641025641,2982,0.2961099932930919,0.8009180644811347,0.5426603149768172,0.4285714285714285,0.908632573427714
8930e15246fffff,37.43186747664452,127.14073318148364,41133510,성남동,중원구,0.4585561216747951,0.4205640738554599,0.443359302547061,매우 높음,0.0,0.65,0.7223174494343502,1.0,0.4506979679410103,0.8,0.0,0.0,0.0,False,False,부적합,부적합,4,166,,Unknown,1.0,0.3908118957979841,0.4585561216747951,0.4585561216747951,0.6040532287031538,0.3013657154585115,1.0,0.6301467465862582,3401.4,1738.1,32,0.5062,39.97,27.4,관망 구역,66.57,19,0.1696428571428571,999,0.4214214214214214,0.30256851813019,0.2010405396368954,0.4041450777202072,0.9168035775974288
